بيانات المنتج,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
النوع ,أسم المنتج,تصنيف المنتج,صورة المنتج,وصف صورة المنتج,نوع المنتج,سعر المنتج,الوصف,هل يتطلب شحن؟,رمز المنتج sku,سعر التكلفة,السعر المخفض,تاريخ بداية التخفيض,تاريخ نهاية التخفيض,اقصي كمية لكل عميل,إخفاء خيار تحديد الكمية,اضافة صورة عند الطلب,الوزن,وحدة الوزن,الماركة,العنوان الترويجي,تثبيت المنتج,الباركود,السعرات الحرارية,MPN,GTIN,خاضع للضريبة ؟,سبب عدم الخضوع للضريبة,[1] الاسم,[1] النوع,[1] القيمة,[1] الصورة / اللون,[2] الاسم,[2] النوع,[2] القيمة,[2] الصورة / اللون,[3] الاسم,[3] النوع,[3] القيمة,[3] الصورة / اللون
منتج,عطر ايدول باور لو دي بارفان انتينس 25 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/43b784c8-85a3-4b11-8f15-7eec464e1d37-500x500-FnjlrCfmZaTXs8Edm96vmHBoarfsIaT3LmIFlEyC.webp",عطر ايدول باور لو دي بارفان انتينس 25 مل,منتج جاهز,218,<p>عطر ايدول باور لو دي بارفان انتينس 25 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,مجموعة اروقيت بينك من عساف,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/2508529c-af6e-4b18-bbb9-48cfa6bf877a-500x500-qjDfXiBAhgUvCabsRDmk8cznEVj2dfvqSQrtjFu5.webp",مجموعة اروقيت بينك من عساف,منتج جاهز,195,<p>مجموعة اروقيت بينك من عساف</p>,نعم,,,,,,,,,0.5,kg,عساف,,,,,,,,,,,,,,,,,,,,
منتج,مجموعة بخور عيد عساف - 340 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7bff88e6-4037-4af0-aa06-04846aaa2e52-500x500-bYy2Wrj8h0NTl8vxAkZYUsARigUWASitJRIBqjjR.webp",مجموعة بخور عيد عساف - 340 مل,منتج جاهز,172,<p>مجموعة بخور عيد عساف - 340 مل</p>,نعم,,,,,,,,,0.5,kg,عساف,,,,,,,,,,,,,,,,,,,,
منتج,اورتو باريسي ريسفيليوم او دو برفيوم 50 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/95c1f711-92bd-4978-9ba1-718a4183a0fb-500x500-L9KzUQQYh0GCYqHg4u5zyafGe1EPu0FuF5tmP91g.jpg",اورتو باريسي ريسفيليوم او دو برفيوم 50 مل,منتج جاهز,632,<p>اورتو باريسي ريسفيليوم او دو برفيوم 50 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,كيليان مجموعة هدايا للجنسين فوليه فو كوشيه أفيك موا,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/398ee6cd-7b5e-4c0e-90e1-73855e5b95d7-500x500-VjceuLMAGOHNhfcnEtx7dOj9jIh3hloTs95t1b0U.jpg",كيليان مجموعة هدايا للجنسين فوليه فو كوشيه أفيك موا,منتج جاهز,517,<p>كيليان مجموعة هدايا للجنسين فوليه فو كوشيه أفيك موا</p>,نعم,,,,,,,,,0.5,kg,كيليان,,,,,,,,,,,,,,,,,,,,
منتج,"طقم ""كوستوم ناشيونال سينت إنتنس"" أو دو بارفان – للرجال",العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bed0f647-4816-480d-9cf3-4e6f9118c4fa-500x500-8TRhDH9XU8FaCcCYp4euBP8dgPaYZwZ0HVsPfOug.webp","طقم ""كوستوم ناشيونال سينت إنتنس"" أو دو بارفان – للرجال",منتج جاهز,402,"<p>طقم ""كوستوم ناشيونال سينت إنتنس"" أو دو بارفان – للرجال</p>",نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,تاجر البندقية ملكة الليل أو دو بارفان 100 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b988d68c-75e4-4819-9967-829f0f749ae2-500x500-ZX4E7zS5rP2XSR1h9cf2hyWZ7iBYZ60qke55CLkc.webp",تاجر البندقية ملكة الليل أو دو بارفان 100 مل,منتج جاهز,747,<p>تاجر البندقية ملكة الليل أو دو بارفان 100 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,ذا ميرشانت اوف فينيسيا جيوكورو او دي بارفان 100,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/820c7ea7-19ae-4b31-827f-ff9de05f87f1-500x500-vmBdx3ASUInvVujKmGzDsrmfl0efo5b0jNLBfY0T.jpg",ذا ميرشانت اوف فينيسيا جيوكورو او دي بارفان 100,منتج جاهز,736,<p>ذا ميرشانت اوف فينيسيا جيوكورو او دي بارفان 100</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,تستر تاجر البندقية ملكة الليل أو دو بارفان 100 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c87b8ac4-1584-43fb-837a-38f571e5515b-500x500-a5sY6DPis1vkCJyRGlTa3uTbMk0KE5pmh4X39ulb.webp",تستر تاجر البندقية ملكة الليل أو دو بارفان 100 مل,منتج جاهز,690,<p>تستر تاجر البندقية ملكة الليل أو دو بارفان 100 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,تي اف كيه سيفد باي ذا مسك للجنسين - او دي بارفان، 100 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/117ef835-ac41-4520-a8a5-fb11d950ee51-375.37537537538x500-AFJGwp9ekCBPK672GfuI8g6rBd9HyXHzXUyeV4fZ.webp",تي اف كيه سيفد باي ذا مسك للجنسين - او دي بارفان، 100 مل,منتج جاهز,322,<p>تي اف كيه سيفد باي ذا مسك للجنسين - او دي بارفان، 100 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,ذا فراجرانس كيتشن 28 ريمكس 100مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e2ef783e-3817-4d79-a93a-7171d3b24b95-500x500-dyMY93zckA0fhie0GHSChHREQtiGpTLrjDdqAAFB.jpg",ذا فراجرانس كيتشن 28 ريمكس 100مل,منتج جاهز,322,<p>ذا فراجرانس كيتشن 28 ريمكس 100مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,ذا فريجرنس كيتشن أت يور أون ريسك أو دو بارفان 100 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/38f7b509-2e4b-4f17-881e-9eab81862b04-500x500-94f11HSWahXVtItbzcHmgHIwKgLzxsR8rTMV4Pu8.png",ذا فريجرنس كيتشن أت يور أون ريسك أو دو بارفان 100 مل,منتج جاهز,322,<p>ذا فريجرنس كيتشن أت يور أون ريسك أو دو بارفان 100 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,حقيبة مكياج برادا (خضراء),العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/cfc5f2d8-14e7-4fdf-9cf1-67d65cc950b8-500x500-7akcZYlElCrghMu9B1g5iBSLDOtNvhJbNlElhvp8.jpg",حقيبة مكياج برادا (خضراء),منتج جاهز,89,<p>حقيبة مكياج برادا (خضراء)</p>,نعم,,,,,,,,,0.5,kg,برادا,,,,,,,,,,,,,,,,,,,,
منتج,عينة عطر وون امبيرلا فور تو 10مل من فلورايكيو,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b92cb244-7739-4e31-b0ec-f2c53626a5b0-500x500-eZCVgby9xnguG7dNoFMUzg04AAjna11a6ctl9iUN.webp",عينة عطر وون امبيرلا فور تو 10مل من فلورايكيو,منتج جاهز,113,<p>عينة عطر وون امبيرلا فور تو 10مل من فلورايكيو</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عينة بلغاري اليجرا دولتشي استاسي او دو برفيوم 10مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f9197b42-5afc-41ae-a111-b39b0acc8bbd-500x500-FyD1ZVlmsiUdptdlSz6GCn1EqF6Aup3xG98czuZn.png",عينة بلغاري اليجرا دولتشي استاسي او دو برفيوم 10مل,منتج جاهز,87,<p>عينة بلغاري اليجرا دولتشي استاسي او دو برفيوم 10مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عينة ثمين بلود اس لوف 10مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/83e2513d-fdc5-4216-9f26-c7f3b7b6de8d-500x500-9yciz0gqlBJQuwu2aBmpGLdf8P820dKoPSd1jiPf.png",عينة ثمين بلود اس لوف 10مل,منتج جاهز,172,<p>عينة ثمين بلود اس لوف 10مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,روبرتو كافالي سيغنيتشر فيردي أبسولوتوعطور نسائية 75مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/185b1e2a-e74a-4909-9889-97ab61234028-500x500-nVVpa5YdJ8xZ8J9B1P1pQdm69RbztRTzt1qDGZrN.jpg",روبرتو كافالي سيغنيتشر فيردي أبسولوتوعطور نسائية 75مل,منتج جاهز,264,<p>روبرتو كافالي سيغنيتشر فيردي أبسولوتوعطور نسائية 75مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عطر كوستو برشلونة الزهري تواليت 50مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/724d9b5d-60ba-4609-98de-03cf61eb6c67-500x500-AAepoRC35KAtll7ciq3HMRAU1Wkf53X0LAUDGOHf.jpg",عطر كوستو برشلونة الزهري تواليت 50مل,منتج جاهز,258,<p>عطر كوستو برشلونة الزهري تواليت 50مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عطر افنان 9بي ان 9PM NIGHT OUT,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/149e902b-6447-4b91-a04a-bbed51111e55-500x500-EYlyCNZFNL0K0dSXg0ypvOyMQpNB1IjuwOJZUmBc.jpg",عطر افنان 9بي ان 9PM NIGHT OUT,منتج جاهز,189,<p>عطر افنان 9بي ان 9PM NIGHT OUT</p>,نعم,,,,,,,,,0.5,kg,افنان,,,,,,,,,,,,,,,,,,,,
منتج,عطر مس قريس عساف,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e8d66bff-738f-4fec-a18e-d407842ec541-500x500-OsiiRPqdrvYJxO0r7fpIS8WHXyb9NXqII51t9HDo.jpg",عطر مس قريس عساف,منتج جاهز,172,<p>عطر مس قريس عساف</p>,نعم,,,,,,,,,0.5,kg,عساف,,,,,,,,,,,,,,,,,,,,
منتج,سنتولوجيا لاكتونيكعطور للجنسين (100ml),العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c999fd52-e9fc-4f69-a7a5-844e0d896e83-500x500-OXe6uJRpvHBdYofLqaKe1VaEwdrG6Xmf8QpuKCcM.jpg",سنتولوجيا لاكتونيكعطور للجنسين (100ml),منتج جاهز,1023,<p>سنتولوجيا لاكتونيكعطور للجنسين (100ml)</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,تستر سنتولوجيا وود.واي².لانغ.عطور للجنسين (100ml),العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/10d43390-8e31-491f-ba6f-1a3b71bd71d4-500x500-NNQHJFIZr8qhSAoOXgWXEgwgfguGAvbzOqzT74zr.jpg",تستر سنتولوجيا وود.واي².لانغ.عطور للجنسين (100ml),منتج جاهز,517,<p>تستر سنتولوجيا وود.واي².لانغ.عطور للجنسين (100ml)</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,سنتولوجيا وود.واي².لانغ.عطور للجنسين (100ml),العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c6435052-6be0-4359-a13f-8c4e0cd2c94c-500x500-IxdfI0hgGSI32f33qHiFxZuLKhwcbu55bNMGgS3Z.jpg",سنتولوجيا وود.واي².لانغ.عطور للجنسين (100ml),منتج جاهز,517,<p>سنتولوجيا وود.واي².لانغ.عطور للجنسين (100ml)</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عطر هوس مابيلو رجالي 100مل ((بديل جانبول )),العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c42d43a9-b669-488a-85eb-6ac12b2159da-500x500-L0hPJsKfRomOqqRvI0G7HhJoCZUgJhyREqMkY6Lm.webp",عطر هوس مابيلو رجالي 100مل ((بديل جانبول )),منتج جاهز,184,<p>عطر هوس مابيلو رجالي 100مل ((بديل جانبول ))</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,Jasmin des Anges 40 ml للشعر,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bc57627c-7c2d-49dd-924e-fa9be3b83e3b-500x333.33333333333-TxVfVsKuJ5o3CD31MD0heDGhkT1vSnfZK9QC56zs.webp",Jasmin des Anges 40 ml للشعر,منتج جاهز,368,<p>Jasmin des Anges 40 ml للشعر</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,La Colle Noire Leite Hidratante مرطب اليدين والجسم 350ml,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5120ca52-a703-4644-a0fe-66e4d8742499-500x333.33333333333-EEr60SgTY5e4dAkJ004LFe127lCtKwYygyUr4VsK.webp",La Colle Noire Leite Hidratante مرطب اليدين والجسم 350ml,منتج جاهز,287,<p>La Colle Noire Leite Hidratante مرطب اليدين والجسم 350ml</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,Eden-Roc Leite Hidratante مرطب اليدين والجسم 350ml,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a02a1b78-a11c-47fa-ba51-1affabab8731-500x333.33333333333-dYjjoT8ejc94jZ3m5dJzyZwKBVgH28l6ZFEgbeqM.webp",Eden-Roc Leite Hidratante مرطب اليدين والجسم 350ml,منتج جاهز,287,<p>Eden-Roc Leite Hidratante مرطب اليدين والجسم 350ml</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,شمعة كريستيان ديور إيدن روك 250 جرام,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/24c62bdf-cbd3-4c38-9f86-0d7f1df0d853-500x500-jIdeBWlndQgjf5voMRDoJ6qy09KwQiYRUsMUF0ih.webp",شمعة كريستيان ديور إيدن روك 250 جرام,منتج جاهز,287,<p>شمعة كريستيان ديور إيدن روك 250 جرام</p>,نعم,,,,,,,,,0.5,kg,ديور,,,,,,,,,,,,,,,,,,,,
منتج,شمعة كريستيان ديور فيج ميديتيراني 250 جرام,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ae66837f-53b8-4450-a684-a6c39325cfc5-500x500-PP4UXkYRQrYIcchYcEDZjafpXavoiobreElvDumW.webp",شمعة كريستيان ديور فيج ميديتيراني 250 جرام,منتج جاهز,287,<p>شمعة كريستيان ديور فيج ميديتيراني 250 جرام</p>,نعم,,,,,,,,,0.5,kg,ديور,,,,,,,,,,,,,,,,,,,,
منتج,Sakura Leite Hidratante مرطب اليدين والجسم 350ml,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/710c6bd8-302d-4d46-ad92-c3835cb1f9e3-500x333.33333333333-qDQJhxgVnNJ4XE9zW7ccXxysE5JL6WZJCdWoco6g.webp",Sakura Leite Hidratante مرطب اليدين والجسم 350ml,منتج جاهز,287,<p>Sakura Leite Hidratante مرطب اليدين والجسم 350ml</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,شمعة كريستيان ديور بوا دارجنت 250 جرام,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/51bcc28f-0a9a-4e2c-b9ce-1dbe267de4aa-500x500-vSmu8dUp388V310BTNpfZQ4lRidlhWrk9qtWDat7.webp",شمعة كريستيان ديور بوا دارجنت 250 جرام,منتج جاهز,287,<p>شمعة كريستيان ديور بوا دارجنت 250 جرام</p>,نعم,,,,,,,,,0.5,kg,ديور,,,,,,,,,,,,,,,,,,,,
منتج,شمعة كريستيان ديور أمبر نوي 250 جرام,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/2fc223c1-9552-433e-8d54-bd2a0b6b152b-500x500-Q3seuGD7UL4rKrAFwcQIhRakRM5qkYsMrzaJsULA.webp",شمعة كريستيان ديور أمبر نوي 250 جرام,منتج جاهز,287,<p>شمعة كريستيان ديور أمبر نوي 250 جرام</p>,نعم,,,,,,,,,0.5,kg,ديور,,,,,,,,,,,,,,,,,,,,
منتج,لانكوم مجموعة عطور ميني بريمير كوليكشن - 6 قطع,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/52e1919c-969f-4b21-83f0-63dcb3618213-500x500-89UplSSY5OytHqdRQoZnXNWQfSLzJkNsTMbuEHod.jpg",لانكوم مجموعة عطور ميني بريمير كوليكشن - 6 قطع,منتج جاهز,253,<p>لانكوم مجموعة عطور ميني بريمير كوليكشن - 6 قطع</p>,نعم,,,,,,,,,0.5,kg,لانكوم,,,,,,,,,,,,,,,,,,,,
منتج,عطر بيري اليس 360 النسائي الابيض تواليت 150مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/fdf090e2-8cbb-486c-93ce-deaa79587492-500x500-OBR6SJ6ON8rCi93ksnqGJQb7XHgHS5BzBQ8oenIp.jpg",عطر بيري اليس 360 النسائي الابيض تواليت 150مل,منتج جاهز,276,<p>عطر بيري اليس 360 النسائي الابيض تواليت 150مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,كيالي مجموعة عطور اودجازم المصغرة 4 قطع - 10مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5197a222-a3c5-49b0-9ccf-d5cdcf3203d4-500x500-O3kjxZT8NhCpNbvozAI5H1TdEcrfR75AeabwHPYU.webp",كيالي مجموعة عطور اودجازم المصغرة 4 قطع - 10مل,منتج جاهز,322,<p>كيالي مجموعة عطور اودجازم المصغرة 4 قطع - 10مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,ثمين مجموعة هدايا عطر بيريجرينا او دو برفيوم (50 + 100) مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/17980045-f57c-4e48-bfa9-54dd7800243c-500x500-LFS93O9eSd1UBCUxlpdebWWOb0px6F6kSVDnGR7v.jpg",ثمين مجموعة هدايا عطر بيريجرينا او دو برفيوم (50 + 100) مل,منتج جاهز,632,<p>ثمين مجموعة هدايا عطر بيريجرينا او دو برفيوم (50 + 100) مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,طقم هدية ثمين ريفيير إكسترايت دي برفيوم (50 + 100) مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/cc03ea46-b790-4087-900b-598db1e212c3-500x500-u1ZJykQXCsmiKtvOA0MRrFd9U0YVcM4sRfoy1Bd3.jpg",طقم هدية ثمين ريفيير إكسترايت دي برفيوم (50 + 100) مل,منتج جاهز,632,<p>طقم هدية ثمين ريفيير إكسترايت دي برفيوم (50 + 100) مل</p>,نعم,,,,,,,,,0.5,kg,ريف,,,,,,,,,,,,,,,,,,,,
منتج,عطر بلو هارت أو دو برفان 50 مل عطور نسائية,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f2d15bd6-ef37-4c25-acaa-36fdfac1fb8c-500x500-qRekxcaRG30Og5gqG4c3pcwZgLBt6H397aduHfrO.jpg",عطر بلو هارت أو دو برفان 50 مل عطور نسائية,منتج جاهز,506,<p>عطر بلو هارت أو دو برفان 50 مل عطور نسائية</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عطور كوم دي جارسون 2 او دو بارفيوم 50 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5ab3d56c-52e0-460f-a771-1d4d990bd084-500x500-5CB5io2ZSDAo7SffJVu11zIWSozcgDsGRytWsEAK.jpg",عطور كوم دي جارسون 2 او دو بارفيوم 50 مل,منتج جاهز,632,<p>عطور كوم دي جارسون 2 او دو بارفيوم 50 مل</p>,نعم,,,,,,,,,0.5,kg,كوم دي جارسون,,,,,,,,,,,,,,,,,,,,
منتج,تستر غوتشي غيلتي ابسولو دي بارفيوم نسائي 60مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8f23151a-d969-4d0c-92e6-863e8fbf9e8b-500x500-PXU1WZFoooCAp6Ab0dmlUNJg8wNaYaX4RJiW6j4h.png",تستر غوتشي غيلتي ابسولو دي بارفيوم نسائي 60مل,منتج جاهز,402,<p>تستر غوتشي غيلتي ابسولو دي بارفيوم نسائي 60مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عطر إكس نيهيلو عنبر سكاي 100 مل Amber Sky Ex Nihilo,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9456bae0-4496-4f38-9776-a1531ae3dc99-500x476-z7kaJsTvgMDr9xKRGKmX7iViglnAppZw4TDXcYE6.jpg",عطر إكس نيهيلو عنبر سكاي 100 مل Amber Sky Ex Nihilo,منتج جاهز,1437,<p>عطر إكس نيهيلو عنبر سكاي 100 مل Amber Sky Ex Nihilo</p>,نعم,,,,,,,,,0.5,kg,اكس نيلو,,,,,,,,,,,,,,,,,,,,
منتج,عطر اورانونس اكسترايت تيزانيا تيرنزي 100 مل Orionis Tiziana Terenzi - Extrait de Parfum,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/fc3ef3f9-c830-4e24-be89-e39b3e83685d-500x500-JchcpiknEFvHBRYccltlpwcqTIse3dE7QFWIJx52.jpg",عطر اورانونس اكسترايت تيزانيا تيرنزي 100 مل Orionis Tiziana Terenzi - Extrait de Parfum,منتج جاهز,862,<p>عطر اورانونس اكسترايت تيزانيا تيرنزي 100 مل Orionis Tiziana Terenzi - Extrait de Parfum</p>,نعم,,,,,,,,,0.5,kg,تيزيانا تيرنزي,,,,,,,,,,,,,,,,,,,,
منتج,عطر Jasmin Satin 50ml EDP,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1f85d677-8614-46e5-b06a-47250295638d-500x500-t3qNpV9viW969JY0R9Shagj8v5UtNkDtDDO9Bvy4.jpg",عطر Jasmin Satin 50ml EDP,منتج جاهز,517,<p>عطر Jasmin Satin 50ml EDP</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,طقم هدايا عطر ثمين ذا كورا، 2 × 50 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a681aee6-d15c-44a1-8392-997c30033e7a-500x500-slJHWzWKJLIWKnuP4mAoBQWxCOj5D4gZvdtAMy8B.jpg",طقم هدايا عطر ثمين ذا كورا، 2 × 50 مل,منتج جاهز,632,<p>طقم هدايا عطر ثمين ذا كورا، 2 × 50 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عطر ثمين امبر روم اكسترايت برفيوم 100مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e82ca995-ea2a-4aa0-94cd-fb3579370624-500x500-zLHW1KWcVKAbzgFTGyfMDu02DC7Anmf6CwffUpS4.jpg",عطر ثمين امبر روم اكسترايت برفيوم 100مل,منتج جاهز,632,<p>عطر ثمين امبر روم اكسترايت برفيوم 100مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عطر جيفنشي جنتلمن أونلي إنتنس للرجال، ماء تواليت 150 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/d3596206-4acb-4316-b8a0-a2c0922b15b8-500x500-48XB9mVgmsKVTyuuIdIExhQg991dS7NIPn9cpbnS.jpg",عطر جيفنشي جنتلمن أونلي إنتنس للرجال، ماء تواليت 150 مل,منتج جاهز,747,<p>عطر جيفنشي جنتلمن أونلي إنتنس للرجال، ماء تواليت 150 مل</p>,نعم,,,,,,,,,0.5,kg,جيفنشي,,,,,,,,,,,,,,,,,,,,
